task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves testing a devops app skills needed terrform,aws",devops,"terrform,aws",8f73ee12-82f4-9f20-bf01-a37d54135dd2,"encryption,rct,unreal engine,networking",0,"['terrform', 'aws']","['encryption', 'rct', 'unreal engine', 'networking']"
"this task involves designing a data science app skills needed scikitlearn,sql,pandas,python",data science,"scikitlarn,sql,pandas,python",313ea991-ae52-97b2-7a9d-4347a2a95850,"penetration testing,aws,kotlin,rct",0,"['scikitlarn', 'sql', 'pandas', 'python']","['penetration testing', 'aws', 'kotlin', 'rct']"
"this task involves testing a cybersecurity app skills needed encryption,siem",cybersecurity,"encryption,siem",c682b26f-e058-682c-f1ec-5517252a1c83,"siem,nodejs,cicd",0,"['encryption', 'siem']","['siem', 'nodejs', 'cicd']"
"this task involves testing a data science app skills needed numpy,python",data science,"numpy,python",0147c10f-4a7b-984f-a212-1ef5239e3e10,"c,scikitlearn,css",0,"['numpy', 'python']","['c', 'scikitlearn', 'css']"
"this task involves designing a cybersecurity app skills needed siem,firewalls,encryption",cybersecurity,"siem,firwalls,encryption",1b45392f-5e98-2d67-d861-0747ced4e664,"c,c,java,sql,unity",0,"['siem', 'firwalls', 'encryption']","['c', 'c', 'java', 'sql', 'unity']"
"this tsk involves developing web development pp skills needed html,nodejs,css,rect",web development,"html,nodejs,css,react",eff17db1-1f6e-8efe-bf1b-a45d1a15859a,"unity,encryption,react",0,"['html', 'nodejs', 'css', 'react']","['unity', 'encryption', 'react']"
"this tsk involves testing cybersecurity pp skills needed firewlls,penetrtion testing,siem,networking",cybersecurity,"firewlls,penetrtion testing,siem,networking",e1c2a580-8c96-400a-8704-ff639eaa9191,"blender,numpy,python,penetration testing",0,"['firewlls', 'penetrtion testing', 'siem', 'networking']","['blender', 'numpy', 'python', 'penetration testing']"
"this task involves testing a cybersecurity app skills needed encryption,networking",cybersecurity,"encryption,networking",b839ce94-9ab9-6fb7-94af-381413fff535,"firewalls,scikitlarn,kotlin",0,"['encryption', 'networking']","['firewalls', 'scikitlarn', 'kotlin']"
"this tsk involves improving gme development pp skills needed unity,unrel engine",gme development,"unity,unreal engine",55ecb25a-dfe1-d5bd-0802-2ad99bc1a09c,"aws,blender,swift",0,"['unity', 'unreal engine']","['aws', 'blender', 'swift']"
"this task involves designing a devops app skills needed cicd,kubernetes,terrform,aws",devops,"cicd,kubernetes,terrform,aws",02357cb5-8b50-8d32-7ceb-bd427ce1de46,"css,cicd,sql,blndr,nodejs",0,"['cicd', 'kubernetes', 'terrform', 'aws']","['css', 'cicd', 'sql', 'blndr', 'nodejs']"
"this tsk involves developing gme development pp skills needed blender,unity,c",gme development,"blndr,unity,c",c19b6074-ba86-c665-a960-04f192478fa7,"terraform,c,flutter,react native,unrl engin",0,"['blndr', 'unity', 'c']","['terraform', 'c', 'flutter', 'react native', 'unrl engin']"
"this task involves developing a web development app skills needed react,css,javascript",web development,"react,css,javascript",3e7cfadc-f8b2-521a-be0e-baa3d8058e55,"scikitlearn,encryption,kubrnts,blndr,ws",0,"['react', 'css', 'javascript']","['scikitlearn', 'encryption', 'kubrnts', 'blndr', 'ws']"
"this task involves improving a cybersecurity app skills needed encryption,penetrtion testing,firewalls,siem",cybersecurity,"encryption,penetrtion testing,firewalls,siem",0088c61d-a153-9d5c-b3db-9e8b9f204d65,"scikitlern,blender,numpy",0,"['encryption', 'penetrtion testing', 'firewalls', 'siem']","['scikitlern', 'blender', 'numpy']"
"this task involves testing a cybersecurity app skills needed firewlls,networking",cybersecurity,"firewlls,networking",61c0fcfe-441f-6bd1-4d82-3b15359a45da,"ws,docker,react native",0,"['firewlls', 'networking']","['ws', 'docker', 'react native']"
"this tsk involves improving gme development pp skills needed c,c,blender,unrel engine",gme development,"c,c,blender,unral engin",a6ca9076-b329-dce6-58bf-68fb1e2c8aeb,"ws,flutter,firewalls,unreal engine,nodejs",0,"['c', 'c', 'blender', 'unral engin']","['ws', 'flutter', 'firewalls', 'unreal engine', 'nodejs']"
"this task involves improving a cybersecurity app skills needed penetration testing,encryption,networking",cybersecurity,"pntration tsting,encryption,networking",e247e422-b344-53ae-0799-64f570faf3cc,"jvscript,python,encryption,terraform",0,"['pntration tsting', 'encryption', 'networking']","['jvscript', 'python', 'encryption', 'terraform']"
"this task involves improving a devops app skills needed kubernetes,cicd,docker",devops,"kubernetes,cicd,docker",0af231ba-e07d-a399-d7a3-55fbbef2cac0,"css,java,ract,unreal engine",0,"['kubernetes', 'cicd', 'docker']","['css', 'java', 'ract', 'unreal engine']"
"this task involves testing a web development app skills needed css,html",web development,"css,html",4a074c16-bae2-07cc-29dd-c638e9d54a77,"trraform,unity,ract nativ,cicd",0,"['css', 'html']","['trraform', 'unity', 'ract nativ', 'cicd']"
"this task involves developing a data science app skills needed numpy,pnds,scikitlearn",dt science,"numpy,pnds,scikitlearn",c3a93e09-ef0f-22da-8be8-ffa6043101b0,"encryption,html,unral engin",0,"['numpy', 'pnds', 'scikitlearn']","['encryption', 'html', 'unral engin']"
"this tsk involves developing devops pp skills needed docker,ws,cicd,terraform",devops,"docker,aws,cicd,terraform",7a098abd-35c2-b6db-7599-09f4b8bfce10,"sql,networking,encryption,trraform",0,"['docker', 'aws', 'cicd', 'terraform']","['sql', 'networking', 'encryption', 'trraform']"
"this task involves designing a web development app skills needed nodejs,javascript,css,html",web development,"nodjs,javascript,css,html",d50dcd0e-ef7a-99d0-adaf-abd4e42adddb,"unity,swift,terraform,siem,java",0,"['nodjs', 'javascript', 'css', 'html']","['unity', 'swift', 'terraform', 'siem', 'java']"
"this task involves improving a data science app skills needed python,numpy",data science,"python,numpy",b61a3877-f18d-82fe-da0d-9d514879c751,"pntrtion tsting,python,docker",0,"['python', 'numpy']","['pntrtion tsting', 'python', 'docker']"
"this task involves improving a cybersecurity app skills needed networking,encryption,siem",cybersecurity,"networking,encryption,siem",5edde0e7-ea43-7937-54c7-a70543af4516,"numpy,c,react,unity,javascript",0,"['networking', 'encryption', 'siem']","['numpy', 'c', 'react', 'unity', 'javascript']"
"this task involves designing a cybersecurity app skills needed networking,encryption,siem",cybersecurity,"networking,encryption,siem",7220e382-231b-0fe2-72e6-31c19fb88dff,"python,terraform,penetration testing,firwlls,sql",0,"['networking', 'encryption', 'siem']","['python', 'terraform', 'penetration testing', 'firwlls', 'sql']"
"this task involves improving a data science app skills needed pandas,sql,python,numpy",data science,"pandas,sql,python,numpy",2e018d7b-2fae-7097-59b5-362092c5c345,"networking,siem,css,swift,scikitlearn",0,"['pandas', 'sql', 'python', 'numpy']","['networking', 'siem', 'css', 'swift', 'scikitlearn']"
"this task involves testing a cybersecurity app skills needed encryption,penetration testing,firewlls",cybersecurity,"encryption,penetration testing,firwlls",c3d9df5a-f9d8-85d3-48f6-6a444620559f,"networking,penetration testing,react,siem,flutter",0,"['encryption', 'penetration testing', 'firwlls']","['networking', 'penetration testing', 'react', 'siem', 'flutter']"
"this tsk involves improving gme development pp skills needed unrel engine,blender,c,c",game development,"unreal engine,blender,c,c",84ad5abb-fd66-3ca2-7d95-0e16ce4a578c,"c,encryption,firewlls,unity,fluttr",0,"['unreal engine', 'blender', 'c', 'c']","['c', 'encryption', 'firewlls', 'unity', 'fluttr']"
"this tsk involves improving devops pp skills needed cicd,terrform,ws,docker",devops,"cicd,terraform,ws,docker",8abbabf6-b5c1-e117-701d-15ce2b1aa650,"firewlls,swift,nodjs,scikitlern,react",0,"['cicd', 'terraform', 'ws', 'docker']","['firewlls', 'swift', 'nodjs', 'scikitlern', 'react']"
"this task involves testing a web development app skills needed html,react,javascript,nodejs",web development,"html,react,javascript,nodejs",d4cd4723-d631-7f6b-08c1-1c9b89319311,"cicd,blndr,nodejs,jv",0,"['html', 'react', 'javascript', 'nodejs']","['cicd', 'blndr', 'nodejs', 'jv']"
"this task involves designing a game development app skills needed unreal engine,c",game development,"unreal engine,c",c1053625-389f-8132-d0e2-974f24abaa45,"terraform,javascript,encryption,sql",0,"['unreal engine', 'c']","['terraform', 'javascript', 'encryption', 'sql']"
"this task involves developing a game development app skills needed blender,unrel engine",game development,"blender,unrel engine",651ec2ae-ddc2-37c0-ad0d-8df85108600f,"css,firewlls,kotlin,sql",0,"['blender', 'unrel engine']","['css', 'firewlls', 'kotlin', 'sql']"
"this tsk involves designing cybersecurity pp skills needed firewlls,penetrtion testing",cybersecurity,"firwalls,penetration testing",d1378468-8c5b-c571-2b9d-e6f616c13deb,"ws,c,cicd",0,"['firwalls', 'penetration testing']","['ws', 'c', 'cicd']"
"this task involves testing a cybersecurity app skills needed penetrtion testing,networking,encryption,firewalls",cybersecurity,"penetrtion testing,ntworking,encryption,firewalls",b92eff42-9c32-ef54-7cbc-3e7ff07d96d2,"python,encryption,aws",0,"['penetrtion testing', 'ntworking', 'encryption', 'firewalls']","['python', 'encryption', 'aws']"
"this task involves developing a cybersecurity app skills needed encryption,penetrtion testing,siem",cybersecurity,"encryption,penetrtion testing,siem",40e2ed85-d56d-6838-bd69-6407ea35cc23,"nodjs,kotlin,encryption,html,c",0,"['encryption', 'penetrtion testing', 'siem']","['nodjs', 'kotlin', 'encryption', 'html', 'c']"
"this task involves designing a cybersecurity app skills needed penetration testing,networking",cybersecurity,"penetration testing,ntworking",ccadc939-4d7c-3567-72c0-276d3055f8a0,"swift,javascript,sql",0,"['penetration testing', 'ntworking']","['swift', 'javascript', 'sql']"
"this task involves testing a data science app skills needed sql,scikitlearn,python,numpy",data science,"sql,scikitlearn,python,numpy",8f2145b6-a2d4-7c02-8ae8-66bdcaa30e26,"firewalls,unity,kubernetes",0,"['sql', 'scikitlearn', 'python', 'numpy']","['firewalls', 'unity', 'kubernetes']"
"this task involves developing a web development app skills needed css,nodejs,html,react",web development,"css,nodejs,html,ract",2f030e93-d235-343d-8c1d-d4291aeddb92,"scikitlearn,blender,python",0,"['css', 'nodejs', 'html', 'ract']","['scikitlearn', 'blender', 'python']"
"this task involves designing a cybersecurity app skills needed networking,siem,firewlls,encryption",cybersecurity,"networking,siem,firewlls,encryption",5fd5ccfe-db4b-e0ed-c076-65a1584ca130,"nodejs,python,cicd",0,"['networking', 'siem', 'firewlls', 'encryption']","['nodejs', 'python', 'cicd']"
"this task involves improving a game development app skills needed c,blender",game development,"c,blender",9efc8ebc-e38d-9738-fe17-c6fe84483396,"kotlin,cicd,docker",0,"['c', 'blender']","['kotlin', 'cicd', 'docker']"
"this tsk involves designing mobile development pp skills needed swift,react native,kotlin,flutter",mobile development,"swift,react native,kotlin,fluttr",2695d7b4-ec31-5161-fab3-9ebdac17c52e,"python,sql,unity",0,"['swift', 'react native', 'kotlin', 'fluttr']","['python', 'sql', 'unity']"
"this tsk involves designing web development pp skills needed css,jvscript",web development,"css,javascript",afdad8b1-b4d8-91da-8c16-182fa245b54b,"terraform,sql,blender,nodjs",0,"['css', 'javascript']","['terraform', 'sql', 'blender', 'nodjs']"
"this task involves improving a data science app skills needed scikitlearn,python,sql",data science,"scikitlarn,python,sql",d3f942da-ff50-ed51-ee31-de0e7ddf6288,"html,c,encryption,cicd,unreal engine",0,"['scikitlarn', 'python', 'sql']","['html', 'c', 'encryption', 'cicd', 'unreal engine']"
"this tsk involves developing mobile development pp skills needed kotlin,swift,jv",mobile development,"kotlin,swift,jv",c6ec6501-f22c-d6ba-f235-9390ef01ff06,"unral engin,c,javascript,ract,flutter",0,"['kotlin', 'swift', 'jv']","['unral engin', 'c', 'javascript', 'ract', 'flutter']"
"this task involves testing a game development app skills needed blender,unreal engine,c",gme development,"blender,unreal engine,c",d37ceb21-545c-074f-656f-5054e84b402b,"rect ntive,nodejs,python",0,"['blender', 'unreal engine', 'c']","['rect ntive', 'nodejs', 'python']"
"this tsk involves testing web development pp skills needed rect,html",web development,"rct,html",b38ea1c5-620b-ce41-0046-1a83fb3fa7c8,"docker,networking,numpy,kubrnts,firewalls",0,"['rct', 'html']","['docker', 'networking', 'numpy', 'kubrnts', 'firewalls']"
"this task involves designing a data science app skills needed numpy,sql",dt science,"numpy,sql",9267c87b-f77d-c915-88f4-429ce39261c2,"terrform,unity,aws",0,"['numpy', 'sql']","['terrform', 'unity', 'aws']"
"this tsk involves improving gme development pp skills needed unrel engine,blender,unity",game development,"unreal engine,blender,unity",49c76aa1-aaf9-2d62-a351-61b5016fbd4e,"kubernetes,trraform,c,kotlin,numpy",0,"['unreal engine', 'blender', 'unity']","['kubernetes', 'trraform', 'c', 'kotlin', 'numpy']"
"this tsk involves designing cybersecurity pp skills needed siem,firewalls,penetration testing,encryption",cybersecurity,"siem,firwalls,penetration testing,encryption",bb9e086d-c8a7-ff29-87cd-3fce1c903be5,"python,blndr,scikitlrn,aws",0,"['siem', 'firwalls', 'penetration testing', 'encryption']","['python', 'blndr', 'scikitlrn', 'aws']"
"this task involves testing a devops app skills needed terraform,kubernetes,ws",devops,"trraform,kubernetes,ws",46d34c79-6035-87c0-d770-eacb9ef29cb6,"react native,nodjs,ntworking,blender,swift",0,"['trraform', 'kubernetes', 'ws']","['react native', 'nodjs', 'ntworking', 'blender', 'swift']"
"this task involves testing a devops app skills needed kubernetes,terraform",devops,"kubernetes,terraform",277d0a3e-b957-8d80-6a59-1ddfce02250b,"python,siem,scikitlearn,ws",0,"['kubernetes', 'terraform']","['python', 'siem', 'scikitlearn', 'ws']"
"this task involves testing a cybersecurity app skills needed encryption,firewlls,penetrtion testing,networking",cybersecurity,"encryption,firewlls,penetrtion testing,networking",b39b4814-2f96-a3c5-e160-660bc2d30d1b,"kotlin,ws,rect ntive,flutter",0,"['encryption', 'firewlls', 'penetrtion testing', 'networking']","['kotlin', 'ws', 'rect ntive', 'flutter']"
"this tsk involves improving gme development pp skills needed c,blender",game development,"c,blndr",0171e468-b908-21c0-a1f9-329163b9b499,"firwalls,ws,javascript",0,"['c', 'blndr']","['firwalls', 'ws', 'javascript']"
"this task involves improving a web development app skills needed nodejs,css,javascript",web development,"nodejs,css,javascript",0b8d660d-6b82-3eed-58c4-beb2a04f4aa4,"siem,kotlin,ntworking,swift,pnds",0,"['nodejs', 'css', 'javascript']","['siem', 'kotlin', 'ntworking', 'swift', 'pnds']"
"this task involves designing a devops app skills needed aws,cicd,kubernetes,docker",devops,"aws,cicd,kubrnts,docker",e3ec8617-0427-77b5-77e2-3566d30007cf,"c,javascript,kotlin,penetrtion testing",0,"['aws', 'cicd', 'kubrnts', 'docker']","['c', 'javascript', 'kotlin', 'penetrtion testing']"
"this tsk involves testing mobile development pp skills needed kotlin,rect ntive,flutter,swift",mobile development,"kotlin,rect ntive,fluttr,swift",88c81559-c2c0-7aef-4454-d62667f90f8b,"unreal engine,blender,firewalls",0,"['kotlin', 'rect ntive', 'fluttr', 'swift']","['unreal engine', 'blender', 'firewalls']"
"this task involves testing a web development app skills needed nodejs,javascript,css",web development,"nodjs,javascript,css",54aff23e-d5e9-6663-d592-4e9ad08a644f,"c,pntration tsting,siem",0,"['nodjs', 'javascript', 'css']","['c', 'pntration tsting', 'siem']"
"this task involves designing a data science app skills needed scikitlern,numpy,sql",data science,"scikitlern,numpy,sql",1b9efd28-ab8e-f6be-eb6d-8cb902b16f73,"dockr,scikitlearn,react,python,css",0,"['scikitlern', 'numpy', 'sql']","['dockr', 'scikitlearn', 'react', 'python', 'css']"
"this tsk involves testing cybersecurity pp skills needed penetrtion testing,networking,siem",cybersecurity,"pntrtion tsting,networking,siem",dcadc5a6-c29c-14c5-73d3-42c4e10648d0,"terrform,docker,unral engin,c",0,"['pntrtion tsting', 'networking', 'siem']","['terrform', 'docker', 'unral engin', 'c']"
