experience_level,total_tasks_completed,missed_deadlines,average_task_duration,task_quality_score,performance_score,deadline_adherence,task_efficiency,completion_rate,productivity
1,105,6,2.1,84,76.71,70,0.9,0.9459459374239105,37.83783749695642
1,81,5,3.2,87,74.09,75,0.89,0.9418604541644133,25.606831097594988
2,113,5,2.4,89,78.82,75,0.92,0.9576271105285838,35.51200534876832
3,98,4,2.7,83,76.58,80,0.92,0.9607843043060362,29.535221206444817
3,118,3,2.5,76,78.58,85,0.95,0.9752066035106892,29.646280746724955
2,92,3,2.4,84,77.15,85,0.94,0.9684210424376732,33.89473648531857
3,84,6,2.6,84,73.85,70,0.87,0.9333333229629631,30.153845818803426
2,129,4,2.6,84,80.27,80,0.94,0.9699248047374075,31.336032153054703
3,102,6,3.0,79,74.57,70,0.89,0.9444444356995886,24.870370140089165
3,108,3,3.2,80,77.37,85,0.95,0.9729729642074508,24.324324105186268
3,105,4,2.4,78,76.86,80,0.93,0.9633027434559381,31.30733916231799
2,136,7,2.3,81,78.67,65,0.91,0.9510489443982592,33.49346282446044
1,80,4,3.0,76,73.12,80,0.91,0.952380941043084,24.12698383975813
2,107,4,3.0,81,76.91,80,0.93,0.963963955279604,26.027026792549307
2,141,7,3.4,76,77.19,65,0.91,0.9527026962655223,21.295707328288145
3,126,5,2.0,75,78.38,75,0.93,0.9618320537264728,36.06870201474273
1,138,5,3.3,85,79.92,75,0.93,0.9650349582864688,24.856961046772685
2,110,5,2.8,79,76.4,75,0.92,0.9565217308128545,26.98757740507697
2,149,3,2.9,76,81.55,85,0.96,0.9802631514456371,25.689655003402905
1,128,4,2.1,82,80.38,80,0.94,0.9696969623507806,37.864357577506674
2,84,7,2.6,86,73.45,65,0.86,0.9230769129332208,30.532544043175765
2,110,3,2.3,86,79.57,85,0.95,0.9734513188190149,36.398614529754475
2,116,7,2.4,86,77.19,65,0.89,0.9430894232269152,33.79403766563113
1,94,3,2.8,82,76.6,85,0.94,0.969072154958019,28.379970252341987
3,131,3,3.2,75,79.08,85,0.96,0.9776119330028961,22.912779679755374
2,148,3,3.1,78,81.55,85,0.96,0.9801324438401825,24.661396974043303
3,90,7,2.9,88,74.11,65,0.87,0.927835041981082,28.15499437735697
2,122,6,2.8,83,77.65,70,0.91,0.953124992553711,28.25334799355643
2,149,3,2.6,79,82.38,85,0.96,0.9802631514456371,29.78491883238667
1,102,5,3.5,86,75.9,75,0.91,0.9532710191283083,23.423230755724145
1,119,4,2.8,85,79.11,80,0.94,0.9674796669310597,29.369918460407174
2,142,6,2.4,84,80.45,70,0.92,0.9594594529766254,33.58108085418189
1,81,6,2.3,87,74.35,70,0.87,0.931034472057075,35.21739089955023
2,126,7,2.9,80,76.75,65,0.9,0.9473684139295608,26.13430107391892
2,109,6,2.8,77,75.23,70,0.9,0.9478260787145558,26.065217164650285
2,95,7,2.0,79,74.16,65,0.87,0.9313725398885045,36.78921532559593
1,138,7,3.2,88,79.06,65,0.91,0.9517241313674198,26.172413612604046
2,126,5,3.1,86,78.99,75,0.93,0.9618320537264728,26.683082780798927
3,109,3,3.0,87,78.86,85,0.95,0.9732142770248725,28.2232140337213
1,88,6,2.1,87,75.34,70,0.88,0.9361702028067,38.784194116277575
1,144,3,2.5,87,83.26,85,0.96,0.9795918300708039,34.08979568646397
3,138,3,3.4,75,79.63,85,0.96,0.9787233973140185,21.58948670545629
1,143,3,3.3,82,81.44,85,0.96,0.9794520480859449,24.337899376681055
3,87,7,2.4,85,73.83,65,0.86,0.9255319050475329,32.779254970433456
1,131,3,2.2,89,82.49,85,0.96,0.9776119330028961,39.5488463805717
3,97,6,2.7,80,74.51,70,0.89,0.9417475636723538,27.90363151621789
2,137,7,2.5,86,79.39,65,0.91,0.9513888822820217,32.72777755050155
3,128,6,3.0,76,76.93,70,0.91,0.9552238734684786,24.19900479453479
2,111,7,3.4,78,74.22,65,0.89,0.9406779581298478,21.58025903944945
2,127,4,2.5,78,79.17,80,0.94,0.9694656414544608,30.247328013379178
1,124,4,2.1,83,80.1,80,0.94,0.9687499924316407,38.28869017706008
2,133,4,3.3,83,79.77,80,0.94,0.9708029126218766,24.41716416594417
2,125,4,2.1,79,79.55,80,0.94,0.9689922405504477,36.45256523975494
2,110,7,3.4,86,75.43,65,0.89,0.9401709321352912,23.780794165775013
3,116,3,3.0,77,77.98,85,0.95,0.9747899077748747,25.01960763288845
2,95,5,3.4,75,73.43,75,0.9,0.9499999905000002,20.955882143382357
3,125,5,2.3,80,78.77,75,0.93,0.9615384541420119,33.444815796243894
2,125,4,2.1,82,80.05,80,0.94,0.9689922405504477,37.83683986911272
3,140,3,2.7,75,80.62,85,0.96,0.9790209721746785,27.19502700485218
3,125,6,2.7,85,78.42,70,0.91,0.954198465998485,30.03958133698934
2,130,3,2.5,75,79.74,85,0.96,0.9774436016733564,29.323308050200694
3,141,6,3.4,89,80.07,70,0.92,0.9591836669443288,25.108043046483903
3,114,5,3.2,85,77.39,75,0.92,0.9579831852270321,25.44642835759304
2,121,3,3.0,81,79.19,85,0.95,0.9758064437434965,26.346773981074406
2,124,3,2.2,81,80.4,85,0.95,0.9763779450678902,35.94846070477232
1,147,5,3.1,76,79.65,75,0.94,0.9671052567953602,23.70967726337012
3,126,3,3.1,77,78.97,85,0.95,0.9767441784748514,24.261065078246308
1,109,6,2.6,76,75.28,70,0.9,0.9478260787145558,27.70568537781009
1,103,3,3.4,80,76.6,85,0.94,0.971698104040584,22.863484800954918
2,145,6,2.3,87,81.39,70,0.92,0.9602648943028815,36.32306339319596
2,122,4,2.4,87,80.21,80,0.94,0.968253960569413,35.09920607064122
3,113,3,2.1,82,79.46,85,0.95,0.974137922636742,38.0377665029585
3,102,6,3.2,82,74.84,70,0.89,0.9444444356995886,24.201388664801957
2,140,5,2.9,89,81.24,75,0.93,0.9655172347205708,29.63139099659683
1,116,4,2.5,75,77.46,80,0.94,0.9666666586111112,28.999999758333338
2,92,3,2.2,85,77.54,85,0.94,0.9684210424376732,37.41626754872828
2,86,6,2.1,83,74.46,70,0.88,0.9347825985349718,36.94616937066793
2,121,3,2.3,85,80.62,85,0.95,0.9758064437434965,36.06241205139009
2,117,6,2.7,82,77.04,70,0.91,0.9512195044616301,28.888888654019876
2,131,3,2.4,83,81.28,85,0.96,0.9776119330028961,33.809079349683486
2,123,4,2.4,87,80.32,80,0.94,0.9685039293818588,35.10826744009238
2,143,4,3.3,88,81.7,80,0.95,0.9727891090286456,25.94104290743055
2,92,3,2.8,87,77.21,85,0.94,0.9684210424376732,30.090225247170565
3,107,3,3.1,83,77.87,85,0.95,0.9727272638842976,26.043988033031194
2,80,7,2.1,85,73.39,65,0.85,0.9195402193156297,37.219485067537384
2,122,3,2.5,86,80.67,85,0.95,0.9759999921920001,33.5743997314048
3,121,3,2.7,80,79.35,85,0.95,0.9758064437434965,28.912783518325817
2,129,4,2.3,77,79.44,80,0.94,0.9699248047374075,32.47139563686104
2,139,3,2.2,75,81.06,85,0.96,0.9788732325431463,33.37067838215271
2,80,5,3.3,85,73.54,75,0.89,0.941176459515571,24.242423957219255
2,130,3,3.4,82,79.9,85,0.96,0.9774436016733564,23.5736398050633
3,95,7,2.1,84,74.88,65,0.87,0.9313725398885045,37.254901595540176
2,118,6,2.5,77,76.55,70,0.91,0.951612895551509,29.309677182986473
2,94,4,3.4,87,76.03,80,0.92,0.9591836636817994,24.54381727656369
1,112,5,2.1,81,77.72,75,0.92,0.9572649490832056,36.92307660749508
2,132,6,3.0,87,79.19,70,0.92,0.9565217321991178,27.739130233774418
3,96,5,3.5,84,74.91,75,0.91,0.9504950400941086,22.811880962258606
3,85,4,3.5,80,73.78,80,0.91,0.9550561690443128,21.829855292441437
1,110,7,2.7,77,74.71,65,0.89,0.9401709321352912,26.81228213867312
2,148,4,2.2,80,82.14,80,0.95,0.9736842041204987,35.406698331654496
2,119,5,2.3,86,79.1,75,0.92,0.9596774116155048,35.88359017344931
2,109,5,3.3,77,75.41,75,0.92,0.956140342489997,22.309941324766598
2,148,4,3.4,87,81.98,80,0.95,0.9736842041204987,24.914860517200996
2,86,3,2.9,89,76.77,85,0.93,0.9662921239742458,29.655172080588926
2,92,4,3.1,87,76.14,80,0.92,0.9583333233506945,26.89516101016465
3,83,7,3.1,88,73.12,65,0.86,0.9222222119753087,26.179211178653922
2,129,4,3.0,83,79.66,80,0.94,0.9699248047374075,26.834586264401608
1,82,6,3.2,87,73.46,70,0.87,0.931818171229339,25.33380653029765
2,91,3,3.0,75,74.9,85,0.94,0.9680850960842011,24.20212740210503
3,144,6,2.8,87,80.73,70,0.92,0.9599999936000001,29.82857122971429
2,106,4,2.4,82,77.63,80,0.93,0.9636363548760332,32.92424212493113
2,129,3,3.1,79,79.63,85,0.96,0.9772727198691461,24.90469189343953
2,96,6,2.7,89,75.89,70,0.89,0.9411764613610151,31.02396483745568
3,111,6,2.4,78,76.05,70,0.9,0.9487179406092484,30.833333069800577
2,130,3,3.2,75,78.97,85,0.96,0.9774436016733564,22.908834414219292
2,96,3,3.0,83,76.77,85,0.94,0.969696959902051,26.828282557290077
3,113,5,3.4,87,77.39,75,0.92,0.9576271105285838,24.50398782823141
3,114,3,2.2,83,79.63,85,0.95,0.9743589660311199,36.75990644571952
2,103,4,3.0,87,77.46,80,0.93,0.9626168134334877,27.915887589571142
2,133,7,2.4,79,77.9,65,0.9,0.9499999932142857,31.27083310997024
2,97,5,3.4,88,75.79,75,0.91,0.9509803828335257,24.61360990863243
1,129,3,2.1,85,81.72,85,0.96,0.9772727198691461,39.55627675660829
3,125,7,3.0,83,77.02,65,0.9,0.9469696897956842,26.19949475101393
2,127,5,3.2,89,79.48,75,0.93,0.9621212048324151,26.758996009401546
3,112,4,2.5,84,78.51,80,0.93,0.965517233055886,32.441379030677766
1,106,7,3.4,88,75.32,65,0.88,0.938053089043778,24.279021128191904
2,80,3,3.3,83,74.68,85,0.93,0.9638554100740312,24.242423950346847
1,138,3,2.4,81,81.72,85,0.96,0.9787233973140185,33.031914659348125
2,89,4,2.0,82,76.2,80,0.92,0.9569892370216211,39.23655871788647
2,104,5,2.4,75,75.52,75,0.91,0.9541284316135007,29.8165134879219
2,136,7,2.4,78,78.07,65,0.91,0.9510489443982592,30.909090692943423
1,145,4,3.3,84,81.26,80,0.95,0.9731543558848701,24.77120178616033
2,94,5,3.5,84,74.69,75,0.9,0.9494949399040915,22.787878557698196
1,107,6,2.1,89,77.76,70,0.9,0.9469026464875873,40.130635970188216
2,92,6,2.7,78,73.63,70,0.88,0.9387755006247398,27.12018112915915
2,93,5,2.8,86,75.68,75,0.9,0.9489795821532696,29.147230023278997
2,145,3,2.1,83,83.15,85,0.96,0.9797297231099343,38.72265096101169
2,113,3,2.6,77,78.09,85,0.95,0.974137922636742,28.8494692473189
2,104,6,2.5,89,76.99,70,0.9,0.9454545368595042,33.65818151219835
2,133,3,2.8,86,81.55,85,0.96,0.9779411692798443,30.03676448502379
2,91,3,3.0,84,76.38,85,0.94,0.9680850960842011,27.10638269035763
1,88,5,3.1,89,75.3,75,0.9,0.9462365489651984,27.166146083194402
3,110,5,2.2,84,77.89,75,0.92,0.9565217308128545,36.52173881285444
2,132,3,3.2,75,79.19,85,0.96,0.9777777705349795,22.91666649691358
1,122,5,3.0,89,79.15,75,0.92,0.9606299136958275,28.498687439642882
1,117,7,3.3,85,76.14,65,0.89,0.9435483794875131,24.303518865587463
3,121,6,2.7,79,76.99,70,0.91,0.9527558980097961,27.876931830656993
2,127,7,3.3,81,76.58,65,0.9,0.9477611869570061,23.26322913439924
2,146,7,3.3,86,79.5,65,0.91,0.9542483597761545,24.868290588105847
2,145,3,2.7,78,81.66,85,0.96,0.9797297231099343,28.303303112064768
2,95,3,2.6,83,77.1,85,0.94,0.9693877452103291,30.945839558637427
3,95,7,3.4,80,72.79,65,0.87,0.9313725398885045,21.91464799737658
2,110,7,3.1,80,74.77,65,0.89,0.9401709321352912,24.262475668007514
2,137,4,3.4,77,79.11,80,0.94,0.9716311987827575,22.004588913609506
3,107,4,3.2,84,77.19,80,0.93,0.963963955279604,25.304053826089604
2,83,6,2.9,84,73.41,70,0.87,0.9325842591844465,27.012785438446038
2,89,7,2.2,79,73.28,65,0.86,0.9270833236762154,33.290719350191374
2,130,5,2.4,84,79.87,75,0.93,0.9629629558299041,33.70370345404665
1,97,4,3.5,80,75.1,80,0.92,0.9603960300950888,21.951909259316317
1,126,3,2.5,88,81.44,85,0.95,0.9767441784748514,34.38139508231477
2,111,7,2.1,78,75.65,65,0.89,0.9406779581298478,34.93946701625149
2,109,5,3.1,87,77.28,75,0.92,0.956140342489997,26.83361606342895
3,115,5,3.1,77,76.29,75,0.92,0.9583333253472223,23.80376324249552
3,88,5,2.4,79,74.42,75,0.9,0.9462365489651984,31.14695307010445
1,115,3,2.4,81,79.19,85,0.95,0.9745762629273198,32.89194887379704
2,108,4,2.7,85,78.01,80,0.93,0.9642857056760205,30.357142586096938
3,95,5,2.0,80,75.79,75,0.9,0.9499999905000002,37.999999620000004
2,100,4,3.2,76,75.1,80,0.93,0.9615384522928995,22.83653824195636
2,143,6,2.5,75,78.97,70,0.92,0.9597315371830099,28.791946115490294
2,145,3,3.3,79,81.17,85,0.96,0.9797297231099343,23.454135795662065
2,138,4,3.2,79,79.77,80,0.95,0.9718309790716129,23.99207729583044
2,107,4,3.0,86,77.74,80,0.93,0.963963955279604,27.633633384681982
3,134,5,2.5,86,80.53,75,0.93,0.9640287700429585,33.16258968947777
2,110,5,2.8,80,76.56,75,0.92,0.9565217308128545,27.3291923089387
3,112,3,2.7,77,77.87,85,0.95,0.9739130350094519,27.774556924343624
2,139,4,2.5,75,79.99,80,0.95,0.9720279652305737,29.16083895691721
3,120,7,3.3,89,77.13,65,0.9,0.9448818823237647,25.483178038428807
2,125,5,2.7,78,78.0,75,0.93,0.9615384541420119,27.777777564102564
2,128,5,3.2,78,77.78,75,0.93,0.9624060078014586,23.458646440160553
2,144,6,2.2,84,80.89,70,0.92,0.9599999936000001,36.65454521018182
2,121,3,2.2,76,79.24,85,0.95,0.9758064437434965,33.7096771475026
2,102,4,3.5,88,76.97,80,0.93,0.9622641418654326,24.194069852616593
1,106,4,2.9,82,77.08,80,0.93,0.9636363548760332,27.247648655115423
1,111,4,2.8,80,77.41,80,0.93,0.9652173829111532,27.577639511747236
2,82,5,2.8,86,74.47,75,0.89,0.9425287247985205,28.94909654738313
2,139,3,2.3,77,81.28,85,0.96,0.9788732325431463,32.77097343731403
2,96,4,3.1,89,76.91,80,0.92,0.9599999904000002,27.561290046967745
1,111,7,2.1,75,75.15,65,0.89,0.9406779581298478,33.595641361780274
3,86,6,2.9,86,74.07,70,0.88,0.9347825985349718,27.72113912896813
2,148,6,2.9,85,80.73,70,0.92,0.9610389547984484,28.168383157885557
3,137,4,3.4,77,79.11,80,0.94,0.9716311987827575,22.004588913609506
2,119,5,2.8,82,77.89,75,0.92,0.9596774116155048,28.1048384830255
1,127,6,2.2,78,78.03,70,0.91,0.9548872108655098,33.85509202159534
2,136,6,2.1,87,80.62,70,0.92,0.957746472128546,39.678068131039765
1,116,6,2.3,85,77.87,70,0.91,0.9508196643375437,35.13898759508314
1,134,4,2.0,78,80.49,80,0.94,0.9710144857172863,37.869564942974165
1,120,3,2.8,85,79.96,85,0.95,0.9756097481657744,29.61672449788958
2,99,3,2.1,89,79.08,85,0.94,0.9705882257785469,41.13445337823365
2,112,5,2.7,78,76.56,75,0.92,0.9572649490832056,27.654320751292605
2,119,7,3.4,76,74.77,65,0.89,0.9444444369488537,21.11111094356261
1,113,3,3.1,78,77.7,85,0.95,0.974137922636742,24.51056708569867
2,141,7,2.1,85,80.1,65,0.91,0.9527026962655223,38.561775801223526
2,98,3,2.3,86,78.25,85,0.94,0.9702970200960691,36.28067118620085
2,122,3,3.0,83,79.63,85,0.95,0.9759999921920001,27.002666450645336
1,148,5,3.3,78,79.87,75,0.94,0.9673202551155539,22.863933302731276
1,142,6,2.0,86,81.22,70,0.92,0.9594594529766254,41.25675647799489
2,89,5,3.2,75,72.99,75,0.9,0.9468085005658671,22.19082423201251
1,92,3,2.8,75,75.23,85,0.94,0.9684210424376732,25.939849351009105
2,84,6,2.8,75,72.14,70,0.87,0.9333333229629631,24.999999722222228
2,137,6,3.4,88,79.46,70,0.92,0.958041951342364,24.796379917096484
2,138,6,3.1,79,78.42,70,0.92,0.9583333266782408,24.422042841155164
2,138,7,3.3,80,77.63,65,0.91,0.9517241313674198,23.072100154361692
2,94,3,2.5,86,77.59,85,0.94,0.969072154958019,33.33608213055585
2,80,4,2.8,80,74.0,80,0.91,0.952380941043084,27.2108840298024
3,117,5,2.9,80,77.22,75,0.92,0.9590163855818329,26.455624429843667
2,132,7,2.5,83,78.34,65,0.9,0.9496402809378397,31.528057327136274
2,131,5,2.9,75,77.94,75,0.93,0.9632352870350347,24.911257423319864
2,80,4,2.4,84,75.1,80,0.91,0.952380941043084,33.333332936507944
2,90,6,2.2,80,74.29,70,0.88,0.9374999902343751,34.09090873579545
3,137,4,2.6,87,81.65,80,0.94,0.9716311987827575,32.51227472849996
1,119,5,3.1,82,77.56,75,0.92,0.9596774116155048,25.38501540402303
3,139,4,3.4,82,80.16,80,0.95,0.9720279652305737,23.443027396737364
2,123,3,2.7,86,80.56,85,0.95,0.9761904684429328,31.093474180034153
2,85,4,3.0,89,75.81,80,0.91,0.9550561690443128,28.333333014981278
1,107,3,2.2,89,79.85,85,0.95,0.9727272638842976,39.351239311682946
2,110,4,3.4,77,76.14,80,0.93,0.9649122722376117,21.852424988910617
2,87,3,2.9,87,76.55,85,0.94,0.966666655925926,28.999999677777783
1,84,3,3.2,79,74.57,85,0.93,0.9655172302814111,23.836206622572334
2,133,4,3.2,84,80.05,80,0.94,0.9708029126218766,25.483576456324258
3,96,7,2.4,78,73.67,65,0.87,0.9320388259025357,30.29126184183241
2,117,6,2.8,86,77.59,70,0.91,0.9512195044616301,29.216027637035783
2,88,6,3.4,75,71.92,70,0.88,0.9361702028067,20.65081329720662
1,93,6,2.1,83,75.23,70,0.89,0.9393939299051118,37.12842675339251
2,105,3,3.0,79,77.1,85,0.95,0.9722222132201647,25.60185161479767
2,141,6,3.4,76,77.92,70,0.92,0.9591836669443288,21.44057608463794
2,104,3,2.5,86,78.69,85,0.95,0.9719626077386673,33.43551370621016
2,115,7,3.3,76,74.44,65,0.89,0.9426229430932546,21.70889202275374
2,112,4,3.4,85,77.68,80,0.93,0.965517233055886,24.137930826397152
2,82,4,3.1,81,74.05,80,0.91,0.9534883610059494,24.913728142413515
2,90,3,2.3,78,76.05,85,0.94,0.9677419250780438,32.819073980907575
3,137,3,2.5,75,80.51,85,0.96,0.9785714215816327,29.357142647448978
2,143,7,2.1,79,79.33,65,0.91,0.9533333269777778,35.86349182440212
2,97,6,3.2,76,73.3,70,0.89,0.9417475636723538,22.366504637218398
2,126,7,3.3,89,77.79,65,0.9,0.9473684139295608,25.550239042342703
3,123,4,2.9,81,78.78,80,0.94,0.9685039293818588,27.05131664825192
1,138,4,2.5,89,82.2,80,0.95,0.9718309790716129,34.59718285494942
2,129,6,2.1,83,79.19,70,0.91,0.9555555484773663,37.76719548743876
2,148,4,3.1,87,82.31,80,0.95,0.9736842041204987,27.32597605112367
2,108,3,3.1,75,76.66,85,0.95,0.9729729642074508,23.539668488889937
2,146,4,3.4,86,81.59,80,0.95,0.9733333268444445,24.61960767900654
1,81,5,3.1,76,72.38,75,0.89,0.9418604541644133,23.090772424675936
2,104,6,3.2,85,75.56,70,0.9,0.9454545368595042,25.113636135330577
1,98,6,3.1,80,74.18,70,0.89,0.9423076832470415,24.317617632181715
1,119,6,2.9,82,77.04,70,0.91,0.9519999923840001,26.918620474306213
3,81,5,2.6,81,73.76,75,0.89,0.9418604541644133,29.3425756874298
2,144,7,3.4,83,78.67,65,0.91,0.9536423777904478,23.28009334017858
2,141,3,3.0,88,82.54,85,0.96,0.9791666598668982,28.72222202276235
2,133,6,2.6,76,77.92,70,0.92,0.9568345254903992,27.969009206642436
2,124,4,2.1,86,80.6,80,0.94,0.9687499924316407,39.672618737676714
2,128,3,2.4,83,80.95,85,0.96,0.9770992291824486,33.79134834255968
3,148,4,2.8,78,81.15,80,0.95,0.9736842041204987,27.124059971928176
3,117,3,2.4,85,80.07,85,0.95,0.9749999918750001,34.53124971223959
2,83,3,2.3,89,77.1,85,0.93,0.9651162678474853,37.34580340801139
2,96,4,2.8,77,75.26,80,0.92,0.9599999904000002,26.399999736000005
2,132,4,2.3,81,80.43,80,0.94,0.9705882281574395,34.18158542641417
2,132,3,3.2,79,79.85,85,0.96,0.9777777705349795,24.138888710082302
1,110,6,2.7,87,77.1,70,0.9,0.9482758538941737,30.55555529214559
2,101,4,2.9,79,76.03,80,0.93,0.9619047527437643,26.203612229916338
1,90,5,2.2,86,76.01,75,0.9,0.9473684110803325,37.03349243314027
1,113,5,2.5,87,78.38,75,0.92,0.9576271105285838,33.325423446394716
1,94,3,2.6,76,75.83,85,0.94,0.969072154958019,28.326724529542094
2,89,7,3.2,80,72.35,65,0.86,0.9270833236762154,23.177083091905384
2,132,3,3.2,80,80.01,85,0.96,0.9777777705349795,24.444444263374486
2,127,3,2.3,86,81.44,85,0.95,0.9769230694082841,36.52842781265758
2,110,6,2.9,78,75.39,70,0.9,0.9482758538941737,25.505350553015706
1,116,6,2.4,79,76.77,70,0.91,0.9508196643375437,31.297813951110818
2,107,7,3.5,81,74.16,65,0.88,0.9385964829947677,21.72180432073605
2,110,7,3.4,88,75.76,65,0.89,0.9401709321352912,24.333835890560483
2,149,7,2.8,82,79.72,65,0.91,0.9551281990055884,27.971611542306523
3,93,7,3.0,80,73.01,65,0.87,0.9299999907000002,24.799999752000005
1,95,7,3.2,79,72.84,65,0.87,0.9313725398885045,22.993259578497458
2,104,3,3.1,86,78.03,85,0.95,0.9719626077386673,26.964123956621094
2,118,3,3.0,77,78.2,85,0.95,0.9752066035106892,25.030302823441023
3,145,5,3.4,81,79.92,75,0.94,0.9666666602222223,23.02941161117647
2,117,5,2.9,82,77.56,75,0.92,0.9590163855818329,27.11701504058976
3,120,4,3.0,77,77.68,80,0.94,0.9677419276795006,24.838709477107184
2,119,3,3.3,79,78.31,85,0.95,0.9754098280704112,23.350720126534085
3,143,7,3.0,85,79.33,65,0.91,0.9533333269777778,27.011110931037038
1,95,4,3.1,76,74.66,80,0.92,0.9595959499030713,23.52557812665594
1,138,6,2.4,84,80.01,70,0.92,0.9583333266782408,33.541666433738435
3,90,3,2.6,84,76.71,85,0.94,0.9677419250780438,31.265508348675258
3,80,5,2.2,86,74.91,75,0.89,0.941176459515571,36.79144341742686
1,92,3,2.8,78,75.72,85,0.94,0.9684210424376732,26.97744332504947
1,109,3,2.7,86,79.02,85,0.95,0.9732142770248725,30.998676971903343
1,148,3,3.5,78,81.11,85,0.96,0.9801324438401825,21.842951605581213
1,97,3,2.9,86,77.48,85,0.94,0.9699999903000002,28.765516953724145
2,92,6,3.2,87,74.57,70,0.88,0.9387755006247398,25.522958923235112
3,111,5,2.5,82,77.33,75,0.92,0.9568965434750298,31.386206625980982
2,129,3,3.2,77,79.19,85,0.96,0.9772727198691461,23.515624821851326
2,110,6,2.9,79,75.56,70,0.9,0.9482758538941737,25.832342226772315
2,130,4,3.0,85,80.1,80,0.94,0.9701492464914235,27.48756198392367
2,106,3,2.4,79,77.87,85,0.95,0.9724770552983757,32.0107030702382
2,139,6,2.8,76,78.36,70,0.92,0.9586206830439953,26.019704254051305
2,112,7,3.0,83,75.59,65,0.89,0.9411764626791894,26.039215467457577
2,132,4,2.9,78,79.28,80,0.94,0.9705882281574395,26.10547648147596
2,112,5,3.4,83,76.62,75,0.92,0.9572649490832056,23.368526698207667
2,120,3,3.3,83,79.08,85,0.95,0.9756097481657744,24.538063362957356
3,98,3,3.5,76,75.28,85,0.94,0.9702970200960691,21.069306722086072
3,120,6,3.0,83,77.21,70,0.91,0.9523809448223735,26.349206140085666
2,121,5,3.5,83,77.5,75,0.92,0.9603174526958933,22.77324244964547
2,102,7,3.2,76,73.12,65,0.88,0.9357798079286256,22.22477043830486
1,112,4,2.4,85,78.78,80,0.93,0.965517233055886,34.19540200406263
2,99,5,2.6,87,76.73,75,0.91,0.9519230677699705,31.85281034461055
2,104,3,2.4,80,77.81,85,0.95,0.9719626077386673,32.39875359128891
1,131,6,2.0,83,79.52,70,0.92,0.9562043725824498,39.682481462171665
2,91,7,2.3,78,73.23,65,0.87,0.92857141909621,31.49068290848017
2,111,6,2.0,76,76.16,70,0.9,0.9487179406092484,36.05128174315144
1,112,4,3.1,81,77.35,80,0.93,0.965517233055886,25.22803092823444
3,147,5,2.6,89,82.34,75,0.94,0.9671052567953602,33.10475686722579
1,94,6,2.5,83,74.9,70,0.89,0.9399999906000002,31.207999687920005
3,130,6,3.1,80,77.7,70,0.92,0.9558823459126299,24.667931507422704
2,85,3,3.2,85,75.67,85,0.93,0.9659090799328514,25.656959935716362
2,148,6,3.5,85,80.07,70,0.92,0.9610389547984484,23.339517473676604
2,148,7,3.0,88,80.38,65,0.91,0.9548387035171697,28.008601969836977
2,114,5,2.7,78,76.78,75,0.92,0.9579831852270321,27.675069795447595
2,113,4,2.5,75,77.13,80,0.93,0.9658119575571628,28.974358726714883
